,IndCode,IndName
1559,SA_0000001784_ARCHIVED,"15-years old, any alcoholic beverage consumed at least once a week, (%)"
1560,SA_0000001786,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)"
1561,SA_0000001786_ARCHIVED,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)"
1562,SA_0000001787,"13-15-years old first drink before age 14, (%)"
1563,SA_0000001787_ARCHIVED,"13-15-years old first drink before age 14, (%)"
1564,SA_0000001788,"Alcohol-related road traffic crashes with fatalities, per 100,000  population"
1565,SA_0000001788_ARCHIVED,"Alcohol-related road traffic crashes with fatalities, per 100,000  population"
1566,SA_0000001789,Alcohol-related crimes (% of all crimes)
1567,SA_0000001789_ARCHIVED,Alcohol-related crimes (% of all crimes)
1568,SA_0000001790,National drinking guidelines
1569,SA_0000001791,Graduated licensing
1570,SA_0000001792,National legislation to prevent illegal alcohol sales
1571,SA_0000001793,"Penalties for drink driving, repeated offense"
1572,SA_0000001794,Licensing required for exports of alcoholic beverages
1573,SA_0000001795,Licensing required for imports of alcoholic beverages
1574,SA_0000001796,Licensing required for wholesale/distribution of alcoholic beverages
1575,SA_0000001797,"Licenses issued for production, change since 2010"
1576,SA_0000001798,"Licenses issued for retail sale, change since 2010"
1577,SA_0000001799,"Licenses issued for wholesale/distribution, change since 2010"
1578,SA_0000001800,Monopoly on exports of alcoholic beverages
1579,SA_0000001801,Monopoly on imports of alcoholic beverages
1580,SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages
1581,SA_0000001803,Health warning labels on pregnancy
1582,SA_0000001804,Health warning labels on under-age drinking
1583,SA_0000001805,Health warning labels on drink-driving
1584,SA_0000001806,Legal requirement for size of health warning labels
1585,SA_0000001807,"Cancer, age-standardized death rates (15+), per 100,000 population"
1586,SA_0000001808,"Alcohol-attributable fractions (15+), cancer deaths"
1587,SA_0000001809,National system of epidemiological data collection for alcohol use
1588,SA_0000001810,National system of data collection based on health service delivery
1589,SA_0000001811,Report with epidemiological data on lcohol use and AUDs
1590,SA_0000001812,Report with data from health services on alcohol use and AUDs
1591,SA_0000001813,National organization for monitoring alcohol
1592,SA_0000001814,Taxation of ethanol production
1593,SA_0000001815,Ethanol tax deducted from excise tax
1594,SA_0000001816,Tax incentives for production low/no alcohol content beer
1595,SA_0000001817,Tax incentives for production of other alcoholic beverages
1596,SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2020 and 2025"
1597,SA_0000001819,Heavy episodic drinking (youth 15 -19 years) past 30 days (%)
1598,SA_0000001820,"Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)"
1599,SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1600,SA_0000001821_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1601,SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1602,SA_0000001822_ARCHIVED,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1603,SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol)"
1604,SA_0000001823_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)"
1605,SA_0000001824,"Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)"
1606,SA_0000001825,"Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)"
1607,SA_0000001826,"Regional prevalence, AAFs (15+), road traffic crash deaths (%)"
1608,SA_0000001827,"Regional prevalence, AAFs (15+), cancer"
1609,SA_0000001828,"Regional prevalence, AAFs ,all-cause deaths (%)"
1610,SA_0000001829,Average price 500 mls Beer in US$
1611,SA_0000001830,Average price 750 mls Wine in US$
1612,SA_0000001831,Average price 500 mls Spirits in US$
1613,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%)
1614,sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%)
1615,SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex"
1616,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population)
1617,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)"
1618,SDGCODCOMPLETENESS,Completeness of cause-of-death data (%)
1619,SDGCONFLICT,Estimated direct deaths from major conflicts (per 100 000 population)
1620,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population)
1621,SDGHEPHBSAGPRV,Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%)
1622,SDGHIV,New HIV infections (per 1000 uninfected population)
1623,SDGIHR,Average of 13 International Health Regulations core capacity scores
1624,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs
1625,SDGODA,"Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient"
1626,SDGODA01,"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country"
1627,SDGPM25,Concentrations of fine particulate matter (PM2.5)
1628,SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population)
1629,SDGSHP,Skilled health professionals density (per 10 000 population)
1630,SDGSUICIDE,Crude suicide rates (per 100 000 population)
1631,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)
1632,SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)"
1633,SE_G23_MATH,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%)
1634,SE_G23_RDG,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%)
1635,SE_LSC_MATH,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%)
1636,SE_LSC_RDNG,Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%)
1637,SE_PRE_PARTN,Participation rate in organized learning (one year before the official primary entry age) (%)
1638,SE_PRM_MATH,Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%)
1639,SE_PRM_RDNG,Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%)
1640,SG_REG_CENSUS,Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)
1641,SH_STA_FGMS,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%)
1642,SHS_1,Percentage of children under 15 years exposed to second-hand smoke
1643,SHS_10,Second-hand smoke attributable DALYs ('000) in children under 5 years
1644,SHS_11,Second-hand smoke  attributable DALYs per 100'000 children under 5 years
1645,SHS_2,Percentage of women (15+ years) exposed to second-hand smoke
1646,SHS_3,Percentage of men (15+ years) exposed to second-hand smoke
1647,SHS_4,Second-hand smoke attributable deaths
1648,SHS_5,Second-hand smoke attributable DALYs ('000)
1649,SHS_6,Second-hand smoke attributable deaths per 100'000 capita
1650,SHS_7,Second-hand smoke attributable DALYs per 100'000 capita
1651,SHS_8,Second-hand smoke attributable deaths ('000) in children under 5 years
1652,SHS_9,Second-hand smoke  attributable deaths per 100'000 children under 5 years
1653,SI_POV_DAY1,Proportion of population below the international poverty line of US$1.90 per day (%)
1654,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union by age 15 (%)
1655,SP_DYN_MRBF18,Proportion of women aged 20-24 years who were married or in a union by age 18 (%)
1656,stunt5,Stunting prevalence in children aged < 5 years (%)
1657,SUNBEDEXIST,Existence of national regulation
1658,SUNBEDEXISTSUBNATIONAL,Existence of subnational regulation
1659,SUNBEDEXISTYEAR,Year of national implementation of regulation
1660,SUNBEDREG_ACCESS,Access restrictions
1661,SUNBEDREG_CONTROL,Restriction and inspection of facilities
1662,SUNBEDREG_INFO,Information requirements
1663,SUNBEDREG_SAFETY,Safety requirements
1664,SUNBEDREG_TRAINING,Training requirements
1665,TB_1,Tuberculosis treatment coverage
1666,TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%)
1667,TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%)
1668,TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population)
1669,TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population)
1670,TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population)
1671,TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%)
1672,TB_c_mdr_tx,Cases started on MDR-TB treatment
1673,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases
1674,TB_c_new_tsr,Treatment success rate: new TB cases
1675,TB_c_newinc,Tuberculosis - new and relapse cases
1676,TB_c_notified,Total number of notified TB cases
1677,TB_c_ret_tsr,Treatment success rate: previously treated TB cases
1678,TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases
1679,TB_c_xdr_tsr,Treatment success rate: XDR-TB cases
1680,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%)
1681,TB_e_inc_num,Number of incident tuberculosis cases
1682,TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14
1683,TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases)
1684,TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)"
1685,TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases
1686,TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV"
1687,TB_e_prev_num,Number of prevalent tuberculosis cases
1688,TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%)
1689,TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%)
1690,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%)
1691,TB_hivtest_pct,TB patients with known HIV status (%)
1692,TB_hivtest_pos_pct,Tested TB patients HIV-positive (%)
1693,TB_mdr,Confirmed cases of MDR-TB
1694,TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed"
1695,TB_new_ep,New cases: extrapulmonary
1696,TB_new_labconf,"New or unknown treatment history cases: Pulmonary, bacteriologically confirmed"
1697,TB_new_oth,New cases: other
1698,TB_new_sn,New cases: pulmonary smear-negative
1699,TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases"
1700,TB_new_sp,"New cases: Pulmonary, smear-positive"
1701,TB_new_su,New cases: pulmonary smear unknown/not done
1702,TB_newret_oth,Treatment history unknown
1703,TB_ret_nrel,"Previously treated  cases, excluding relapse"
1704,TB_ret_oth,Retreatment cases: other
1705,TB_ret_rel,Relapse cases (pre-2013 definition)
1706,TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed"
1707,TB_ret_rel_ep,Relapse cases: extrapulmonary
1708,TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed"
1709,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive)
1710,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive)
1711,TB_rr_mdr,Confirmed cases of RR-/MDR-TB
1712,TB_sldst_avail,Second-line drug susceptibility testing (DST) available
1713,TB_tot_newrel,Tuberculosis - new and relapse cases
1714,tfr,Total fertility rate (per woman)
1715,TOTENV_1,Deaths attributable to the environment
1716,TOTENV_10,Total environment  attributable DALYs per 100'000 children under 5 years
1717,TOTENV_11,Deaths attributable to the environment in children under 5 years (%)
1718,TOTENV_12,DALYs attributable to the environment in children under 5 years (%)
1719,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population)
1720,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment
1721,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population)
1722,TOTENV_5,Deaths attributable to the environment (%)
1723,TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%)
1724,TOTENV_7,Total environment attributable deaths ('000) in children under 5 years
1725,TOTENV_8,Total environment  attributable deaths per 100'000 children under 5 years
1726,TOTENV_9,Total environment attributable DALYs ('000) in children under 5 years
1727,u5mr,Under-five mortality rate (deaths per 1000 live births)
1728,UHC_AVAILABILITY_SCORE,Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%)
1729,UHC_IHR,Compliance with international health regulations
1730,UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1)
1731,UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access
1732,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases
1733,UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases
